Date,Description,Amount,Type,Category,Month,Balance,Is_Anomaly,User_ID,Year,Month_Name,Transaction_Type
2024-01-03,Water Bill,-14016,Debit,Bills,1,-518957,False,U035,2024,January,Expense
2024-01-03,Gym,-8952,Debit,Other,1,-373859,False,U001,2024,January,Expense
2024-01-03,Water Bill,-12425,Debit,Bills,1,-1050932,False,U035,2024,January,Expense
2024-01-03,Electricity Bill,-14837,Debit,Bills,1,-1352589,False,U035,2024,January,Expense
2024-01-03,Electricity Bill,-13420,Debit,Bills,1,77064,False,U009,2024,January,Expense
2024-01-03,Water Bill,-6243,Debit,Bills,1,-919480,False,U001,2024,January,Expense
2024-01-03,Electricity Bill,-6150,Debit,Bills,1,3176,False,U007,2024,January,Expense
2024-01-03,Ola,-6462,Debit,Travel,1,-949744,False,U001,2024,January,Expense
2024-01-03,Zomato,-9024,Debit,Food,1,-204128,False,U050,2024,January,Expense
2024-01-03,Gym,-14711,Debit,Other,1,-263405,False,U036,2024,January,Expense
2024-01-03,Movie,-15569,Debit,Entertainment,1,-724592,False,U036,2024,January,Expense
2024-01-03,Swiggy,-7012,Debit,Food,1,-563481,False,U033,2024,January,Expense
2024-01-03,Amazon,-19378,Debit,Shopping,1,-511231,False,U006,2024,January,Expense
2024-01-03,Mall,-14623,Debit,Shopping,1,-173440,False,U006,2024,January,Expense
2024-01-03,Restaurant,-5853,Debit,Food,1,-259161,False,U004,2024,January,Expense
2024-01-03,Uber,-5263,Debit,Travel,1,-212141,False,U009,2024,January,Expense
2024-01-03,Flipkart,-5785,Debit,Shopping,1,-210704,False,U037,2024,January,Expense
2024-01-03,Freelance,65230,Credit,Salary,1,241535,True,U003,2024,January,Income
2024-01-03,Water Bill,-8896,Debit,Bills,1,-759345,False,U033,2024,January,Expense
2024-01-03,Flipkart,-14159,Debit,Shopping,1,-395052,False,U002,2024,January,Expense
2024-01-03,Restaurant,-14098,Debit,Food,1,-320988,False,U012,2024,January,Expense
2024-01-03,Swiggy,-10798,Debit,Food,1,-275759,False,U011,2024,January,Expense
2024-01-03,Swiggy,-4812,Debit,Food,1,-90555,False,U041,2024,January,Expense
2024-01-03,Amazon,-4498,Debit,Shopping,1,-367178,False,U041,2024,January,Expense
2024-01-03,Amazon,-8884,Debit,Shopping,1,-788215,False,U034,2024,January,Expense
2024-01-03,Salary,75717,Credit,Salary,1,-479783,True,U002,2024,January,Income
2024-01-03,Netflix,-15899,Debit,Entertainment,1,-548499,False,U041,2024,January,Expense
2024-01-03,Netflix,-8452,Debit,Entertainment,1,88265,False,U001,2024,January,Expense
2024-01-03,Restaurant,-14288,Debit,Food,1,-1037390,False,U010,2024,January,Expense
2024-01-03,Gym,-5038,Debit,Other,1,-321722,False,U010,2024,January,Expense
2024-01-03,Gym,-10905,Debit,Other,1,148812,False,U010,2024,January,Expense
2024-01-04,Rent,-2175,Debit,Rent,1,-1003195,False,U001,2024,January,Expense
2024-01-04,Mall,-8969,Debit,Shopping,1,-452225,False,U026,2024,January,Expense
2024-01-04,Salary,78913,Credit,Salary,1,-392729,True,U026,2024,January,Income
2024-01-04,Ola,-18749,Debit,Travel,1,-856673,False,U001,2024,January,Expense
2024-01-04,Gym,-14279,Debit,Other,1,27704,False,U001,2024,January,Expense
2024-01-04,Salary,53229,Credit,Salary,1,-558334,True,U021,2024,January,Income
2024-01-04,Internet Bill,-1352,Debit,Bills,1,-875846,False,U021,2024,January,Expense
2024-01-04,Mall,-9465,Debit,Shopping,1,-959130,False,U021,2024,January,Expense
2024-01-04,Ola,-6156,Debit,Travel,1,-515503,False,U002,2024,January,Expense
2024-01-04,Netflix,-158,Debit,Entertainment,1,110262,False,U023,2024,January,Expense
2024-01-04,Restaurant,-4351,Debit,Food,1,75503,False,U023,2024,January,Expense
2024-01-04,Freelance,63344,Credit,Salary,1,-708199,True,U023,2024,January,Income
2024-01-04,Mall,-18607,Debit,Shopping,1,-924848,False,U024,2024,January,Expense
2024-01-04,Amazon,-157,Debit,Shopping,1,-275115,False,U022,2024,January,Expense
2024-01-04,Ola,-2434,Debit,Travel,1,-1056621,False,U021,2024,January,Expense
2024-01-04,Salary,38362,Credit,Salary,1,-89326,False,U012,2024,January,Income
2024-01-04,Ola,-16292,Debit,Travel,1,-1169286,False,U050,2024,January,Expense
2024-01-04,Uber,-15354,Debit,Travel,1,-1029373,False,U019,2024,January,Expense
2024-01-04,Salary,74754,Credit,Salary,1,-93687,True,U012,2024,January,Income
2024-01-04,Gym,-3911,Debit,Other,1,-161213,False,U048,2024,January,Expense
2024-01-04,Restaurant,-12412,Debit,Food,1,420322,False,U012,2024,January,Expense
2024-01-04,Zomato,-17850,Debit,Food,1,-345586,True,U010,2024,January,Expense
2024-01-04,Electricity Bill,-11680,Debit,Bills,1,-799910,False,U026,2024,January,Expense
2024-01-04,Gym,-15880,Debit,Other,1,-170464,False,U010,2024,January,Expense
2024-01-04,Internet Bill,-17558,Debit,Bills,1,-122658,False,U013,2024,January,Expense
2024-01-04,Movie,-3441,Debit,Entertainment,1,-232982,False,U014,2024,January,Expense
2024-01-04,Netflix,-6626,Debit,Entertainment,1,143399,False,U047,2024,January,Expense
2024-01-04,Swiggy,-3088,Debit,Food,1,-441673,False,U015,2024,January,Expense
2024-01-04,Rent,-19744,Debit,Rent,1,-237663,False,U009,2024,January,Expense
2024-01-04,Netflix,-10380,Debit,Entertainment,1,-397968,False,U016,2024,January,Expense
2024-01-04,Flipkart,-19338,Debit,Shopping,1,-1413120,False,U050,2024,January,Expense
2024-01-04,Uber,-18154,Debit,Travel,1,-388715,False,U016,2024,January,Expense
2024-01-04,Electricity Bill,-7520,Debit,Bills,1,-437564,False,U016,2024,January,Expense
2024-01-04,Salary,53346,Credit,Salary,1,-454192,True,U008,2024,January,Income
2024-01-04,Freelance,67716,Credit,Salary,1,-1104699,True,U007,2024,January,Income
2024-01-04,Uber,-9447,Debit,Travel,1,-352886,False,U007,2024,January,Expense
2024-01-04,Swiggy,-14006,Debit,Food,1,-972111,False,U017,2024,January,Expense
2024-01-04,Freelance,46205,Credit,Salary,1,-4092,False,U018,2024,January,Income
2024-01-04,Netflix,-10210,Debit,Entertainment,1,-352368,False,U018,2024,January,Expense
2024-01-04,Ola,-6435,Debit,Travel,1,-910813,False,U046,2024,January,Expense
2024-01-04,Uber,-1341,Debit,Travel,1,-738978,False,U006,2024,January,Expense
2024-01-04,Electricity Bill,-9711,Debit,Bills,1,-688494,False,U019,2024,January,Expense
2024-01-04,Internet Bill,-9006,Debit,Bills,1,-228059,False,U006,2024,January,Expense
2024-01-04,Mall,-8048,Debit,Shopping,1,-624353,False,U019,2024,January,Expense
2024-01-04,Amazon,-3252,Debit,Shopping,1,-411738,False,U016,2024,January,Expense
2024-01-04,Freelance,44065,Credit,Salary,1,-886728,False,U026,2024,January,Income
2024-01-04,Rent,-10386,Debit,Rent,1,-872701,False,U039,2024,January,Expense
2024-01-04,Restaurant,-8246,Debit,Food,1,-135769,False,U032,2024,January,Expense
2024-01-04,Flipkart,-9272,Debit,Shopping,1,-210343,False,U034,2024,January,Expense
2024-01-04,Salary,38017,Credit,Salary,1,-1136585,False,U034,2024,January,Income
2024-01-04,Netflix,-2383,Debit,Entertainment,1,-663372,False,U033,2024,January,Expense
2024-01-04,Zomato,-1859,Debit,Food,1,-454934,False,U041,2024,January,Expense
2024-01-04,Electricity Bill,-2691,Debit,Bills,1,-15448,False,U032,2024,January,Expense
2024-01-04,Swiggy,-8966,Debit,Food,1,-350841,False,U040,2024,January,Expense
2024-01-04,Uber,-13276,Debit,Travel,1,-857794,False,U031,2024,January,Expense
2024-01-04,Mall,-8754,Debit,Shopping,1,-121741,False,U035,2024,January,Expense
2024-01-04,Ola,-5495,Debit,Travel,1,-298188,False,U035,2024,January,Expense
2024-01-04,Flipkart,-17841,Debit,Shopping,1,-1052258,False,U035,2024,January,Expense
2024-01-04,Electricity Bill,-11972,Debit,Bills,1,-363949,False,U028,2024,January,Expense
2024-01-04,Electricity Bill,-8601,Debit,Bills,1,-1159187,False,U027,2024,January,Expense
2024-01-04,Water Bill,-7271,Debit,Bills,1,-676124,False,U027,2024,January,Expense
2024-01-04,Ola,-7925,Debit,Travel,1,-1183171,False,U042,2024,January,Expense
2024-01-04,Gym,-12217,Debit,Other,1,-59474,False,U030,2024,January,Expense
2024-01-04,Mall,-3084,Debit,Shopping,1,-473726,False,U042,2024,January,Expense
2024-01-04,Uber,-18001,Debit,Travel,1,-260369,False,U032,2024,January,Expense
2024-01-04,Freelance,31623,Credit,Salary,1,-84845,False,U032,2024,January,Income
2024-01-04,Zomato,-13823,Debit,Food,1,-63595,False,U031,2024,January,Expense
2024-01-04,Salary,61977,Credit,Salary,1,-540736,True,U028,2024,January,Income
2024-01-05,Uber,-2524,Debit,Travel,1,-572280,False,U041,2024,January,Expense
2024-01-05,Flipkart,-18776,Debit,Shopping,1,-464649,False,U041,2024,January,Expense
2024-01-05,Flipkart,-6198,Debit,Shopping,1,-924389,False,U013,2024,January,Expense
2024-01-05,Amazon,-6879,Debit,Shopping,1,-911796,False,U013,2024,January,Expense
2024-01-05,Amazon,-4535,Debit,Shopping,1,-108544,False,U041,2024,January,Expense
2024-01-05,Mall,-17656,Debit,Shopping,1,-455328,False,U026,2024,January,Expense
2024-01-05,Netflix,-18853,Debit,Entertainment,1,-886184,False,U047,2024,January,Expense
2024-01-05,Flipkart,-4726,Debit,Shopping,1,-165137,False,U014,2024,January,Expense
2024-01-05,Netflix,-1715,Debit,Entertainment,1,-1051020,False,U031,2024,January,Expense
2024-01-05,Rent,-6383,Debit,Rent,1,-262415,False,U031,2024,January,Expense
2024-01-05,Gym,-1066,Debit,Other,1,-240902,False,U031,2024,January,Expense
2024-01-05,Rent,-5679,Debit,Rent,1,-207384,False,U016,2024,January,Expense
2024-01-05,Uber,-14748,Debit,Travel,1,-406817,False,U016,2024,January,Expense
2024-01-05,Flipkart,-7036,Debit,Shopping,1,-603300,False,U030,2024,January,Expense
2024-01-05,Water Bill,-8280,Debit,Bills,1,-305085,False,U030,2024,January,Expense
2024-01-05,Restaurant,-1837,Debit,Food,1,-105813,False,U030,2024,January,Expense
2024-01-05,Water Bill,-12128,Debit,Bills,1,-1858477,False,U029,2024,January,Expense
2024-01-05,Uber,-1639,Debit,Travel,1,-125837,False,U018,2024,January,Expense
2024-01-05,Swiggy,-2476,Debit,Food,1,-1299473,False,U015,2024,January,Expense
2024-01-05,Gym,-871,Debit,Other,1,-221521,False,U031,2024,January,Expense
2024-01-05,Restaurant,-17756,Debit,Food,1,-432994,False,U048,2024,January,Expense
2024-01-05,Water Bill,-11425,Debit,Bills,1,-175400,False,U032,2024,January,Expense
2024-01-05,Uber,-7341,Debit,Travel,1,-416126,False,U002,2024,January,Expense
2024-01-05,Freelance,34106,Credit,Salary,1,-61505,False,U003,2024,January,Income
2024-01-05,Rent,-7377,Debit,Rent,1,-1277457,False,U037,2024,January,Expense
2024-01-05,Amazon,-4920,Debit,Shopping,1,-1168182,False,U037,2024,January,Expense
2024-01-05,Salary,60819,Credit,Salary,1,-412387,True,U037,2024,January,Income
2024-01-05,Rent,-4001,Debit,Rent,1,21264,False,U001,2024,January,Expense
2024-01-05,Rent,-6336,Debit,Rent,1,-196408,False,U050,2024,January,Expense
2024-01-05,Restaurant,-19845,Debit,Food,1,-670566,False,U039,2024,January,Expense
2024-01-05,Gym,-5723,Debit,Other,1,-597784,False,U036,2024,January,Expense
2024-01-05,Gym,-12348,Debit,Other,1,-605683,False,U036,2024,January,Expense
2024-01-05,Salary,65220,Credit,Salary,1,-192336,True,U032,2024,January,Income
2024-01-05,Zomato,-2515,Debit,Food,1,-31950,False,U036,2024,January,Expense
